Internship_id,Intrnship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link
A1,HR Admin,Gaitworks Integrated Private Limited,,Private Limited,,Gurgaon,Haryana,,HR Operations,6,10000,15000,Internshala,https://internshala.com/internship/detail/human-resource-office-administration-internship-in-gurgaon-at-gaitworks-integrated-private-limited1784694727
A2,HR Admin,Sykam Assets Management Private Limited,,,,Hyderabad,Telangana,,HR Operations,4,7000,7001,Internshala,https://internshala.com/internship/detail/hr-admin-internship-in-hyderabad-at-sykam-assets-management-opc-private-limited1782900829
A3,Human Resources,Sanyukt Organisation,NGO,NGO,,,,Remote,Talent Acquisition & Recruitment,1,Unpaid,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-sanyukt-organisation1785685827
A4,Recruitment Consultant,Reliable Allied Services,,,,,Delhi,,Talent Acquisition & Recruitment,6,6500,12000,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-multiple-locations-at-reliable-allied-services1785330250
A5,Human Resources,ViralChilly,,,,Jaipur,Rajasthan,,Talent Acquisition & Recruitment,4,3000,5000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-viralchilly1785733327
A6,Human Resources,Pi42,Fintech,Startup,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,6,20000,25000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-pi421785758562
A7,Human Resources,Absolute People Screen Private Limited,,,,Faridabad,Haryana,,Talent Acquisition & Recruitment,6,11000,14000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-absolute-people-screen-private-limited1784268254
A8,Human Resources,Futurewise Technologies Private Limited,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,4,6000,8000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-futurewise-technologies-private-limited1784719135
A9,Human Resources,Hope Behind Tails Foundation,NGO,NGO,,,,Remote,Talent Acquisition & Recruitment,3,Unpaid,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-hope-behind-tails-foundation1785756444
A10,Human Resources,Astrorize,,,,Hyderabad,Telangana,Hybrid,Talent Acquisition & Recruitment,6,7000,14000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrorize1785745701
A11,Human Resources,Grasim Industries Limited,Manufacturing,MNC,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,5000,8000,Internshala,https://internshala.com/internship/detail/hr-internship-in-mumbai-at-grasim-industries-limited1785497508
A12,Human Resources,Atlas Copco India Private Limited,Manufacturing,MNC,,Pune,Maharashtra,,Talent Acquisition & Recruitment,6,24000,25000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-atlas-copco-india-private-limited1785476482
A13,Human Resources,Justdial Limited,IT / Internet,MNC,,Chennai,Tamil Nadu,,Talent Acquisition & Recruitment,6,10000,20000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-justdial-limited1785328025
A14,Human Resources,SOS Children's Villages of India,NGO,NGO,,,Delhi,,Talent Acquisition & Recruitment,1,Unpaid,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-sos-childrens-villages-of-india1785320168
A15,Talent Acquisition,Sharda Motors Industries,,,,Delhi,Delhi,Hybrid,Talent Acquisition & Recruitment,2,2000,,Internshala,https://internshala.com/internship/detail/part-time-talent-acquisition-internship-in-okhla-at-sharda-motors-industries1785240260
A16,Recruitment,Team Management Services,,,,Thane,Maharashtra,,Talent Acquisition & Recruitment,6,7000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-team-management-services-tms1785233265
A17,HR Operations,Team Management Services,,,,Thane,Maharashtra,,HR Operations,6,7000,10000,Internshala,https://internshala.com/internship/detail/operations-internship-in-multiple-locations-at-team-management-services-tms1785233185
A18,HR Trainee,Aarti Pharmalabs Limited,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,8000,10000,Internshala,https://internshala.com/internship/detail/hr-trainee-internship-in-mumbai-at-aarti-pharmalabs-limited1785216369
A19,Human Resources,Mahindra & Mahindra Financial Services,BFSI,MNC,,Bhopal,Madhya Pradesh,,Talent Acquisition & Recruitment,6,10000,14500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhopal-at-mahindra-mahindra-financial-services1784898951
A20,Human Resources,BVC Logistics,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,10000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-bvc-logistics1784880471
A21,Human Resources,The Belgian Waffle Co.,,,,Pune,Maharashtra,,Talent Acquisition & Recruitment,6,10000,12000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-the-belgian-waffle-co1784871236
A22,Human Resources,Team Management Services,,,,Thane,Maharashtra,,Talent Acquisition & Recruitment,6,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-team-management-services-tms1784807147
A23,Human Resources,Easy Home Finance,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,5000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-easy-home-finance1784523921
A24,Human Resources,Raam Group,,,,Hyderabad,Telangana,,Talent Acquisition & Recruitment,3,15000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-raam-group1784025042
A25,Human Resources,Talent Corner HR Services,,,,Pune,Maharashtra,,Talent Acquisition & Recruitment,3,5000,6000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-talent-corner-hr-services1785642714
A26,HR Admin,GenElek Technologies Private Limited,,,,,Delhi,,HR Operations,2,10000,15000,Internshala,https://internshala.com/internship/detail/hr-admin-internship-in-delhi-at-genelek-technologies-private-limited1785758619
A27,Human Resources,Metnmat Research,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,10000,10001,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-metnmat-research1785751970
A28,HR Generalist,Stirring Minds,,,,,Delhi,,HR Operations,6,7000,10000,Internshala,https://internshala.com/internship/detail/generalist-hr-internship-in-delhi-at-stirring-minds1785750208
A29,Human Resources,Stirring Minds,,,,,Delhi,,Talent Acquisition & Recruitment,6,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-stirring-minds1785738504
A30,Human Resources,Bizknowmics,,,,Chennai,Tamil Nadu,,Talent Acquisition & Recruitment,3,15000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-bizknowmics1785485072
A31,Human Resources,iFlame Consulting,,Consulting,,Pune,Maharashtra,,Talent Acquisition & Recruitment,3,7000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-iflame-consulting1785407939
A32,Human Resources,Eduminatti,Education,Startup,,Roorkee,Uttarakhand,,Talent Acquisition & Recruitment,2,2000,2500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-roorkee-at-eduminatti1784608999
A33,Human Resources,HumanHire Corp,,,,Jaipur,Rajasthan,,Talent Acquisition & Recruitment,4,5000,7500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-humanhire-corp1785237996
A34,Talent Acquisition,HumanHire Corp,,,,Jaipur,Rajasthan,,Talent Acquisition & Recruitment,4,8000,11500,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-jaipur-at-humanhire-corp1785238009
A35,Talent Acquisition,Traya Health,Healthcare,Startup,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,15000,20000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-mumbai-at-traya-health1785475588
A36,Human Resources,Tanvi Chauhan,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,8000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-tanvi-chauhan1785334962
A37,Human Resources,Potens IT Services & Consultancy,,Consulting,,Pune,Maharashtra,,Talent Acquisition & Recruitment,6,10000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-potens-it-services-consultancy1785358884
A38,Human Resources,BNM Business Solutions LLP,,Consulting,,Thane,Maharashtra,,Talent Acquisition & Recruitment,3,7500,9000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-bnm-business-solutions-llp1785388437
A39,Human Resources,Medius Technologies Private Limited,,,,Thane,Maharashtra,,Talent Acquisition & Recruitment,6,9500,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-medius-technologies-private-limited1784537363
A40,Human Resources,Eduminatti,Education,Startup,,Dehradun,Uttarakhand,,Talent Acquisition & Recruitment,2,2000,2500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-dehradun-at-eduminatti1784515737
A41,Recruitment Consultant,Career Crafterz,,,,Faridabad,Haryana,,Talent Acquisition & Recruitment,6,10000,,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-faridabad-at-career-crafterz1785564833
A42,Talent Acquisition,HR Assistance India Consultancy LLP,,Consulting,,Pune,Maharashtra,,Talent Acquisition & Recruitment,3,8000,,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-pune-at-hrassistance-india-consultancy-llp1784872111
A43,Human Resources,Aurum Group,,,,Thane,Maharashtra,,Talent Acquisition & Recruitment,6,10000,20000,Internshala,https://internshala.com/internship/detail/human-resources-male-internship-in-multiple-locations-at-aurum-group1784869134
A44,Talent Acquisition,Zell Education,Education,Educational Institution,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,6000,8000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-mumbai-at-zell-education1784609793
A45,Talent Acquisition,GNF International,,,,Ahmedabad,Gujarat,,Talent Acquisition & Recruitment,6,5000,15000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-ahmedabad-at-gnf-international1783687981
A46,Recruitment,Confluencr,,,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,2,5000,6000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-confluencr1784177577
A47,Talent Acquisition,Next Step Talents Private Limited,,,,Kolkata,West Bengal,,Talent Acquisition & Recruitment,6,6000,15000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-next-step-talents-private-limited1784111821
A48,Campus Relations,K12 Techno Services Private Limited,Education,Educational Institution,,Bangalore,Karnataka,,Campus Relations Department,6,25000,30000,Internshala,https://internshala.com/internship/detail/hr-campus-placements-mba-hr-internship-in-bangalore-at-k12-techno-service-private-limited-orchids-international-school1783928059
A49,Talent Acquisition,BNM Business Solutions LLP,,Consulting,,Navi Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,7500,9000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-bnm-business-solutions-llp1785388587
A50,Human Resources,Sedani Digital Private Limited,,,,Ahmedabad,Gujarat,,Talent Acquisition & Recruitment,6,9000,16000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-sedani-digital-private-limited1785319030
A51,Human Resources,WeGrowIt Technologies India Private Limited,,,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,6,8000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-wegrowit-technologies-india-private-limited1785407961
A52,Recruitment,Talent Corner HR Services,,,,Pune,Maharashtra,,Talent Acquisition & Recruitment,6,5000,6000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-talent-corner-hr-services1785567858
A53,Recruitment,Talent Corner HR Services,,,,Hyderabad,Telangana,,Talent Acquisition & Recruitment,6,3000,5000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-talent-corner-hr-services1785568819
A54,Recruitment Consultant,GOGig,,,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,6,10000,15000,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-bangalore-at-gogig1783506817
A55,Human Resources,Sarkari School,,,,,,Remote,Talent Acquisition & Recruitment,3,Unpaid,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-sarkari-school1785763039
A56,Human Resources,Techqueto LLP,,Consulting,,,,Remote,Talent Acquisition & Recruitment,6,1000,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-techqueto-llp1785760656
A57,Human Resources,Floating Minds Institute,Education,Educational Institution,,Pune,Maharashtra,,Talent Acquisition & Recruitment,3,5000,8000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-floating-minds-institute1785757947
A58,Human Resources,Tanked Ind Aquatic Kingdom,,,,Ghaziabad,Uttar Pradesh,,Talent Acquisition & Recruitment,3,4000,5000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ghaziabad-at-tanked-ind-aquatic-kingdom1785757266
A59,Human Resources,Radar Soft Technologies,,,,Pune,Maharashtra,,Talent Acquisition & Recruitment,6,8500,14500,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-radar-soft-technologies1785755656
A60,Human Resources,HerbaMori,,,,,,Remote,Talent Acquisition & Recruitment,3,1500,2500,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-herbamori1785750698
A61,Human Resources,NK Consultants,,Consulting,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,3,10000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-nk-consultants1785756430
A62,Human Resources,Aviserv Airport Services India Private Limited,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,8000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-aviserv-airport-services-india-private-limited1785749037
A63,HR Admin,Ever Expanse,,,,Pune,Maharashtra,,HR Operations,6,5000,,Internshala,https://internshala.com/internship/detail/hr-admin-executive-internship-in-pune-at-ever-expanse1785756152
A64,Recruitment,Codeft Digital,,,,Hyderabad,Telangana,,Talent Acquisition & Recruitment,3,15000,20000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-codeft-digital1785755949
A65,HR Operations,M R Global Consultants,,Consulting,,Gurgaon,Haryana,,HR Operations,6,15000,,Internshala,https://internshala.com/internship/detail/operations-internship-in-gurgaon-at-m-r-global-consultants1785754276
A66,Recruitment,Invisia Software Private Limited,,,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,3,5000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-invisia-software-private-limited1785750110
A67,Recruitment,Knovator Technologies Pvt Ltd,,,,Surat,Gujarat,,Talent Acquisition & Recruitment,6,12000,45000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-surat-at-knovator-technologies-pvt-ltd1785748961
A68,Human Resources,Cocentrus,,,,,Delhi,,Talent Acquisition & Recruitment,3,5000,5001,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-cocentrus1785740760
A69,HR,Charismight,,,,Navi Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,31000,,Internshala,https://internshala.com/internship/detail/junior-executive-hr-internship-in-multiple-locations-at-charismight1785739494
A70,Human Resources,Millennium Money Finance,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,5000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-millennium-money-finance1785728214
A71,Human Resources,LetzStepIn,,,,Pune,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6,6000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-letzstepin1785671816
A72,Human Resources,Nexus Automech Private Limited,,,,Ahmedabad,Gujarat,,Talent Acquisition & Recruitment,6,5000,12000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-nexus-automech-private-limited1785500742
A73,Human Resources,AstraZen Group,,,,Pune,Maharashtra,,Talent Acquisition & Recruitment,4,3000,6000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrazen-group1785480857
A74,Human Resources,Linkruit,,,,Udaipur,Rajasthan,,Talent Acquisition & Recruitment,3,11000,13000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-linkruit1785477711
A75,Recruitment,Green Rootz,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,2,5000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-green-rootz1785484144
A76,Recruitment,Kaira Melwani,,,,Mumbai,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6,6000,10000,Internshala,https://internshala.com/internship/detail/part-time-recruitment-internship-in-multiple-locations-at-kaira-melwani1785433188
A77,Human Resources,Network of Creative Thinkers,,,,Panchgani,Maharashtra,,Talent Acquisition & Recruitment,4,28500,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-panchgani-at-network-of-creative-thinkers1785421379
A78,Recruitment,Orena Solutions,,,,Vadodara,Gujarat,,Talent Acquisition & Recruitment,6,6000,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-vadodara-at-orena-solutions1785316752
A79,Talent Acquisition,Tirwin Management Services Private Limited,,,,Chennai,Tamil Nadu,,Talent Acquisition & Recruitment,6,18000,34000,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-tambaram-sanatorium-at-tirwin-management-services-private-limited1785313959
A80,Recruitment,Pulsecrafts Solutions Private Limited,,,,Balasore,Odisha,,Talent Acquisition & Recruitment,6,7000,,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-balasore-at-pulsecrafts-solutions-private-limited1785253985
A81,Human Resources,Amnex Infotechnologies Private Limited,,,,Ahmedabad,Gujarat,,Talent Acquisition & Recruitment,3,8000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-amnex-infotechnologies-private-limited1785215850
A82,Recruitment,Extinctfire Engineers Private Limited,,,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,5000,6000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-extinctfire-engineers-private-limited1784725576
A83,Human Resources,Raisen Electrohard Foundation,,NGO,,Bhopal,Madhya Pradesh,,Talent Acquisition & Recruitment,4,2000,,Internshala,https://internshala.com/internship/detail/part-time-human-resources-hr-internship-in-bhopal-at-raisen-electrohard-foundation1784634813
A84,Human Resources,EarlyJobs,,,,Bellary,Karnataka,,Talent Acquisition & Recruitment,3,2000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bellary-at-earlyjobs1784554880
A85,Human Resources,M.M. Industrial Controls Private Limited,,,,Dharwad,Karnataka,,Talent Acquisition & Recruitment,6,8000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-mm-industrial-controls-private-limited1783936366
A86,Human Resources,Gautam Consultancy,,Consulting,,Ahmedabad,Gujarat,,Talent Acquisition & Recruitment,6,8000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-gautam-consultancy1783670076
A87,Talent Acquisition,Plexobit Software Solutions Private Limited,,,,Jaipur,Rajasthan,,Talent Acquisition & Recruitment,6,8000,10000,Internshala,https://internshala.com/internship/detail/talent-acquisition-business-development-internship-in-jaipur-at-plexobit-software-solutions-private-limited1783512416
A88,Recruitment,SI Placements Internationals,,,,Ahmedabad,Gujarat,,Talent Acquisition & Recruitment,2,2000,3000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-ahmedabad-at-si-placements-internationals1783410261
A89,Human Resources,Protrainy Skills Private Limited,,,,Bhubaneswar,Odisha,,Talent Acquisition & Recruitment,6,4000,7000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhubaneswar-at-protrainy-skills-private-limited1783349491
A90,Human Resources,Eduminatti,Education,Startup,,,,Remote,Talent Acquisition & Recruitment,2,5000,10000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-eduminatti1785764176
A91,Recruitment,Medius Technologies Private Limited,,,,Thane,Maharashtra,,Talent Acquisition & Recruitment,6,9500,10000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-medius-technologies-private-limited1785762865
A92,Human Resources,Break The Code,,,,Thane,Maharashtra,,Talent Acquisition & Recruitment,3,5000,7000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-break-the-code1785761108
A93,HR Operations,Euphoria Interiors,,,,,,Remote,HR Operations,6,10000,15000,Internshala,https://internshala.com/internship/detail/work-from-home-hr-operations-internship-at-euphoria-interiors1785759631
A94,Recruitment Consultant,Talent Magna Consulting Services,,Consulting,,,,Remote,Talent Acquisition & Recruitment,3,5000,7000,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-consultant-internship-at-talent-magna-consulting-services1785754994
A95,Talent Acquisition,Anikson Solutions,,,,,,Remote,Talent Acquisition & Recruitment,6,10000,22000,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-anikson-solutions1785750945
A96,Associate Recruiter,Kartilio Technology LLP,,Consulting,,,,Remote,Talent Acquisition & Recruitment,2,7500,11000,Internshala,https://internshala.com/internship/detail/work-from-home-associate-recruiter-internship-at-kartilio-technology-llp1785750722
A97,Recruitment,AideWiser SolTek,,,,,,Remote,Talent Acquisition & Recruitment,6,3000,8000,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-aidewiser-soltek1785739992
A98,Human Resources,Ecommex Logistic Private Limited,,,,Noida,Uttar Pradesh,,Talent Acquisition & Recruitment,3,14000,26000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-noida-at-ecommex-logistic-opc-private-limited1785737287
A99,Human Resources,Zell Education,Education,Educational Institution,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,5000,8000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-zell-education1785739871
A100,Recruitment,Zell Education,Education,Educational Institution,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,3,6000,8000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-zell-education1785739811
A101,Human Resources,Creator City,,,,Noida,Uttar Pradesh,,Talent Acquisition & Recruitment,3,5000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-noida-at-creator-city1785739765
A102,Human Resources,Guardian Capital Investment Advisors,,,,Hyderabad,Telangana,,Talent Acquisition & Recruitment,2,10000,15000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-guardian-capital-investment-advisors1785732091
A103,Human Resources,Go BFF,,,,,,Remote,Talent Acquisition & Recruitment,3,5000,10000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-go-bff1785732270
A104,HR Generalist,Debattles Enterprises LLP,,Consulting,,,,Remote,HR Operations,3,5000,15000,Internshala,https://internshala.com/internship/detail/work-from-home-hr-generalist--ai-people-ops-internship-at-debattles-enterprises-llp1785732062
A105,Human Resources,BDO India LLP,Professional Services,MNC,,Mumbai,Maharashtra,,Talent Acquisition & Recruitment,6,2000,10000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-bdo-india-llp1785692775
A106,Human Resources,Reducate.ai,,,,,,Remote,Talent Acquisition & Recruitment,2,2000,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-reducateai1785669272
A107,Human Resources,Erayaa Builders and Developers,,,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,3,3000,6000,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-erayaa-builders-and-developers1785656129
A108,Talent Acquisition,PrimePathway,,,,,,Remote,Talent Acquisition & Recruitment,3,5000,,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-primepathway1785662760
A109,Human Resources,Unessa Foundation,NGO,NGO,,,,Remote,Talent Acquisition & Recruitment,3,3000,5000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-unessa-foundation1785651219
A110,HR Psychology,Safalta Setu,NGO,NGO,,,,Remote,People Engagement & Culture Development,4,Unpaid,,Internshala,https://internshala.com/internship/detail/work-from-home-part-time-psychology-in-human-resources-internship-at-safalta-setu1785648322
A111,Recruitment,Zell Education,Education,Educational Institution,,,,Remote,Talent Acquisition & Recruitment,3,5000,8000,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-internship-at-zell-education1785592606
A112,Recruitment,StartupsFiling,,,,Noida,Uttar Pradesh,,Talent Acquisition & Recruitment,3,7000,9000,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-noida-at-startupsfiling1785578480
A113,Human Resources,AKS Tech,,,,,,Remote,Talent Acquisition & Recruitment,3,26000,27500,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-aks-tech1785585310
A114,Human Resources,The ProEducator,,,,Noida,Uttar Pradesh,Hybrid,Talent Acquisition & Recruitment,2,3000,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-the-proeducator1785578579
A115,Human Resources,Grivaa Consultancy Services,,Consulting,,,,Remote,Talent Acquisition & Recruitment,3,5000,10000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-grivaa-consultancy-services1785577986
A116,HR Generalist,Grivaa Consultancy Services,,Consulting,,,Delhi,Hybrid,HR Operations,1,5000,10000,Internshala,https://internshala.com/internship/detail/hr-generalist-and-founders-office-internship-in-delhi-at-grivaa-consultancy-services1785578007
A117,Human Resources,Yuvha Games,,,,,,Remote,Talent Acquisition & Recruitment,4,3000,5000,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-yuvha-games1785574050
A118,Human Resources,Trinitysoft Solutions,,,,Kolkata,West Bengal,,Talent Acquisition & Recruitment,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-intern-hr-anlyst-at-trinitysoft-solutions-4403171806?position=1&pageNum=0&refId=yuHJv2eSxu95GyD%2Fc8SUhw%3D%3D&trackingId=CpSmhYYluqevQ9GClfHrug%3D%3D
A119,HR Generalist,PTN Events,,,,Vadodara,Gujarat,,HR Operations,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-generalist-intern-at-ptn-events-4420437614?position=2&pageNum=0&refId=yuHJv2eSxu95GyD%2Fc8SUhw%3D%3D&trackingId=EbQrLriJHj46UQ1qBg3nxw%3D%3D
A120,HR Solutions Analyst,Momentive,IT / Software,MNC,,Bangalore,Karnataka,,HR Operations,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-solutions-analyst-german-language-at-momentive-4433971023?position=3&pageNum=0&refId=yuHJv2eSxu95GyD%2Fc8SUhw%3D%3D&trackingId=qPMXH2Xe%2Fz1W110KHHTnuw%3D%3D
A121,HR,Scouto AI,IT / AI,Startup,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,,,,LinkedIn,https://in.linkedin.com/jobs/view/human-resource-hr-fresher-at-scouto-ai-4446974515?position=1&pageNum=0&refId=TxyM%2BrDWQPxGznqUMeYp0Q%3D%3D&trackingId=kA4DLFJJgcGVBBsjlXupOA%3D%3D
A122,HR,Scouto AI,IT / AI,Startup,,Bangalore,Karnataka,,Talent Acquisition & Recruitment,,,,LinkedIn,https://in.linkedin.com/jobs/view/hr-fresher-at-scouto-ai-4446979350?position=2&pageNum=0&refId=TxyM%2BrDWQPxGznqUMeYp0Q%3D%3D&trackingId=4CgoJgnq233l35mKGgt3ug%3D%3D
