Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend
A1,HR Admin,Gaitworks Integrated Private Limited,,Private Limited,Not Specified,Gurgaon,Haryana,Not Specified,HR Operations,6,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resource-office-administration-internship-in-gurgaon-at-gaitworks-integrated-private-limited1784694727,6.0,Long-term,Paid,12500.0
A2,HR Admin,Sykam Assets Management Private Limited,,Not Specified,Not Specified,Hyderabad,Telangana,Not Specified,HR Operations,4,7000.0,7001.0,Internshala,https://internshala.com/internship/detail/hr-admin-internship-in-hyderabad-at-sykam-assets-management-opc-private-limited1782900829,4.0,Medium-term,Paid,7000.5
A3,Human Resources,Sanyukt Organisation,NGO,NGO,Not Specified,,,Remote,Talent Acquisition & Recruitment,1,0.0,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-sanyukt-organisation1785685827,1.0,Short-term,Unpaid,
A4,Recruitment Consultant,Reliable Allied Services,,Not Specified,Not Specified,,Delhi,Not Specified,Talent Acquisition & Recruitment,6,6500.0,12000.0,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-multiple-locations-at-reliable-allied-services1785330250,6.0,Long-term,Paid,9250.0
A5,Human Resources,ViralChilly,,Not Specified,Not Specified,Jaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,4,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-viralchilly1785733327,4.0,Medium-term,Paid,4000.0
A6,Human Resources,Pi42,Fintech,Startup,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,6,20000.0,25000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-pi421785758562,6.0,Long-term,Paid,22500.0
A7,Human Resources,Absolute People Screen Private Limited,,Not Specified,Not Specified,Faridabad,Haryana,Not Specified,Talent Acquisition & Recruitment,6,11000.0,14000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-absolute-people-screen-private-limited1784268254,6.0,Long-term,Paid,12500.0
A8,Human Resources,Futurewise Technologies Private Limited,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,4,6000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-futurewise-technologies-private-limited1784719135,4.0,Medium-term,Paid,7000.0
A9,Human Resources,Hope Behind Tails Foundation,NGO,NGO,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,0.0,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-hope-behind-tails-foundation1785756444,3.0,Medium-term,Unpaid,
A10,Human Resources,Astrorize,,Not Specified,Not Specified,Hyderabad,Telangana,Hybrid,Talent Acquisition & Recruitment,6,7000.0,14000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrorize1785745701,6.0,Long-term,Paid,10500.0
A11,Human Resources,Grasim Industries Limited,Manufacturing,MNC,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,5000.0,8000.0,Internshala,https://internshala.com/internship/detail/hr-internship-in-mumbai-at-grasim-industries-limited1785497508,6.0,Long-term,Paid,6500.0
A12,Human Resources,Atlas Copco India Private Limited,Manufacturing,MNC,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,24000.0,25000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-atlas-copco-india-private-limited1785476482,6.0,Long-term,Paid,24500.0
A13,Human Resources,Justdial Limited,IT / Internet,MNC,Not Specified,Chennai,Tamil Nadu,Not Specified,Talent Acquisition & Recruitment,6,10000.0,20000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-justdial-limited1785328025,6.0,Long-term,Paid,15000.0
A14,Human Resources,SOS Children's Villages of India,NGO,NGO,Not Specified,,Delhi,Not Specified,Talent Acquisition & Recruitment,1,0.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-sos-childrens-villages-of-india1785320168,1.0,Short-term,Unpaid,
A15,Talent Acquisition,Sharda Motors Industries,,Not Specified,Not Specified,Delhi,Delhi,Hybrid,Talent Acquisition & Recruitment,2,2000.0,,Internshala,https://internshala.com/internship/detail/part-time-talent-acquisition-internship-in-okhla-at-sharda-motors-industries1785240260,2.0,Short-term,Paid,
A16,Recruitment,Team Management Services,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-team-management-services-tms1785233265,6.0,Long-term,Paid,8500.0
A17,HR Operations,Team Management Services,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,HR Operations,6,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/operations-internship-in-multiple-locations-at-team-management-services-tms1785233185,6.0,Long-term,Paid,8500.0
A18,HR Trainee,Aarti Pharmalabs Limited,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/hr-trainee-internship-in-mumbai-at-aarti-pharmalabs-limited1785216369,6.0,Long-term,Paid,9000.0
A19,Human Resources,Mahindra & Mahindra Financial Services,BFSI,MNC,Not Specified,Bhopal,Madhya Pradesh,Not Specified,Talent Acquisition & Recruitment,6,10000.0,14500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhopal-at-mahindra-mahindra-financial-services1784898951,6.0,Long-term,Paid,12250.0
A20,Human Resources,BVC Logistics,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-bvc-logistics1784880471,6.0,Long-term,Paid,12500.0
A21,Human Resources,The Belgian Waffle Co.,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,10000.0,12000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-the-belgian-waffle-co1784871236,6.0,Long-term,Paid,11000.0
A22,Human Resources,Team Management Services,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-team-management-services-tms1784807147,6.0,Long-term,Paid,8500.0
A23,Human Resources,Easy Home Finance,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-easy-home-finance1784523921,3.0,Medium-term,Paid,7500.0
A24,Human Resources,Raam Group,,Not Specified,Not Specified,Hyderabad,Telangana,Not Specified,Talent Acquisition & Recruitment,3,15000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-hyderabad-at-raam-group1784025042,3.0,Medium-term,Paid,
A25,Human Resources,Talent Corner HR Services,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-talent-corner-hr-services1785642714,3.0,Medium-term,Paid,5500.0
A26,HR Admin,GenElek Technologies Private Limited,,Not Specified,Not Specified,,Delhi,Not Specified,HR Operations,2,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/hr-admin-internship-in-delhi-at-genelek-technologies-private-limited1785758619,2.0,Short-term,Paid,12500.0
A27,Human Resources,Metnmat Research,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,10000.0,10001.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-metnmat-research1785751970,6.0,Long-term,Paid,10000.5
A28,HR Generalist,Stirring Minds,,Not Specified,Not Specified,,Delhi,Not Specified,HR Operations,6,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/generalist-hr-internship-in-delhi-at-stirring-minds1785750208,6.0,Long-term,Paid,8500.0
A29,Human Resources,Stirring Minds,,Not Specified,Not Specified,,Delhi,Not Specified,Talent Acquisition & Recruitment,6,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-stirring-minds1785738504,6.0,Long-term,Paid,8500.0
A30,Human Resources,Bizknowmics,,Not Specified,Not Specified,Chennai,Tamil Nadu,Not Specified,Talent Acquisition & Recruitment,3,15000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-chennai-at-bizknowmics1785485072,3.0,Medium-term,Paid,
A31,Human Resources,iFlame Consulting,,Consulting,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,7000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-iflame-consulting1785407939,3.0,Medium-term,Paid,8500.0
A32,Human Resources,Eduminatti,Education,Startup,Not Specified,Roorkee,Uttarakhand,Not Specified,Talent Acquisition & Recruitment,2,2000.0,2500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-roorkee-at-eduminatti1784608999,2.0,Short-term,Paid,2250.0
A33,Human Resources,HumanHire Corp,,Not Specified,Not Specified,Jaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,4,5000.0,7500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-jaipur-at-humanhire-corp1785237996,4.0,Medium-term,Paid,6250.0
A34,Talent Acquisition,HumanHire Corp,,Not Specified,Not Specified,Jaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,4,8000.0,11500.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-jaipur-at-humanhire-corp1785238009,4.0,Medium-term,Paid,9750.0
A35,Talent Acquisition,Traya Health,Healthcare,Startup,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,15000.0,20000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-mumbai-at-traya-health1785475588,3.0,Medium-term,Paid,17500.0
A36,Human Resources,Tanvi Chauhan,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,8000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-tanvi-chauhan1785334962,6.0,Long-term,Paid,
A37,Human Resources,Potens IT Services & Consultancy,,Consulting,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-potens-it-services-consultancy1785358884,6.0,Long-term,Paid,12500.0
A38,Human Resources,BNM Business Solutions LLP,,Consulting,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,7500.0,9000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-bnm-business-solutions-llp1785388437,3.0,Medium-term,Paid,8250.0
A39,Human Resources,Medius Technologies Private Limited,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,9500.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-medius-technologies-private-limited1784537363,6.0,Long-term,Paid,9750.0
A40,Human Resources,Eduminatti,Education,Startup,Not Specified,Dehradun,Uttarakhand,Not Specified,Talent Acquisition & Recruitment,2,2000.0,2500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-dehradun-at-eduminatti1784515737,2.0,Short-term,Paid,2250.0
A41,Recruitment Consultant,Career Crafterz,,Not Specified,Not Specified,Faridabad,Haryana,Not Specified,Talent Acquisition & Recruitment,6,10000.0,,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-faridabad-at-career-crafterz1785564833,6.0,Long-term,Paid,
A42,Talent Acquisition,HR Assistance India Consultancy LLP,,Consulting,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,8000.0,,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-pune-at-hrassistance-india-consultancy-llp1784872111,3.0,Medium-term,Paid,
A43,Human Resources,Aurum Group,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,10000.0,20000.0,Internshala,https://internshala.com/internship/detail/human-resources-male-internship-in-multiple-locations-at-aurum-group1784869134,6.0,Long-term,Paid,15000.0
A44,Talent Acquisition,Zell Education,Education,Educational Institution,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,6000.0,8000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-mumbai-at-zell-education1784609793,3.0,Medium-term,Paid,7000.0
A45,Talent Acquisition,GNF International,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,5000.0,15000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-ahmedabad-at-gnf-international1783687981,6.0,Long-term,Paid,10000.0
A46,Recruitment,Confluencr,,Not Specified,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,2,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-confluencr1784177577,2.0,Short-term,Paid,5500.0
A47,Talent Acquisition,Next Step Talents Private Limited,,Not Specified,Not Specified,Kolkata,West Bengal,Not Specified,Talent Acquisition & Recruitment,6,6000.0,15000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-next-step-talents-private-limited1784111821,6.0,Long-term,Paid,10500.0
A48,Campus Relations,K12 Techno Services Private Limited,Education,Educational Institution,Not Specified,Bangalore,Karnataka,Not Specified,Campus Relations Department,6,25000.0,30000.0,Internshala,https://internshala.com/internship/detail/hr-campus-placements-mba-hr-internship-in-bangalore-at-k12-techno-service-private-limited-orchids-international-school1783928059,6.0,Long-term,Paid,27500.0
A49,Talent Acquisition,BNM Business Solutions LLP,,Consulting,Not Specified,Navi Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,7500.0,9000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-multiple-locations-at-bnm-business-solutions-llp1785388587,3.0,Medium-term,Paid,8250.0
A50,Human Resources,Sedani Digital Private Limited,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,9000.0,16000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-sedani-digital-private-limited1785319030,6.0,Long-term,Paid,12500.0
A51,Human Resources,WeGrowIt Technologies India Private Limited,,Not Specified,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-wegrowit-technologies-india-private-limited1785407961,6.0,Long-term,Paid,9000.0
A52,Recruitment,Talent Corner HR Services,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-talent-corner-hr-services1785567858,6.0,Long-term,Paid,5500.0
A53,Recruitment,Talent Corner HR Services,,Not Specified,Not Specified,Hyderabad,Telangana,Not Specified,Talent Acquisition & Recruitment,6,3000.0,5000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-talent-corner-hr-services1785568819,6.0,Long-term,Paid,4000.0
A54,Recruitment Consultant,GOGig,,Not Specified,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,6,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/recruitment-consultant-internship-in-bangalore-at-gogig1783506817,6.0,Long-term,Paid,12500.0
A55,Human Resources,Sarkari School,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,0.0,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-sarkari-school1785763039,3.0,Medium-term,Unpaid,
A56,Human Resources,Techqueto LLP,,Consulting,Not Specified,,,Remote,Talent Acquisition & Recruitment,6,1000.0,,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-techqueto-llp1785760656,6.0,Long-term,Paid,
A57,Human Resources,Floating Minds Institute,Education,Educational Institution,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,8000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-floating-minds-institute1785757947,3.0,Medium-term,Paid,6500.0
A58,Human Resources,Tanked Ind Aquatic Kingdom,,Not Specified,Not Specified,Ghaziabad,Uttar Pradesh,Not Specified,Talent Acquisition & Recruitment,3,4000.0,5000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ghaziabad-at-tanked-ind-aquatic-kingdom1785757266,3.0,Medium-term,Paid,4500.0
A59,Human Resources,Radar Soft Technologies,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,8500.0,14500.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-pune-at-radar-soft-technologies1785755656,6.0,Long-term,Paid,11500.0
A60,Human Resources,HerbaMori,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,1500.0,2500.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-herbamori1785750698,3.0,Medium-term,Paid,2000.0
A61,Human Resources,NK Consultants,,Consulting,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,3,10000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bangalore-at-nk-consultants1785756430,3.0,Medium-term,Paid,
A62,Human Resources,Aviserv Airport Services India Private Limited,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,8000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-aviserv-airport-services-india-private-limited1785749037,6.0,Long-term,Paid,
A63,HR Admin,Ever Expanse,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,HR Operations,6,5000.0,,Internshala,https://internshala.com/internship/detail/hr-admin-executive-internship-in-pune-at-ever-expanse1785756152,6.0,Long-term,Paid,
A64,Recruitment,Codeft Digital,,Not Specified,Not Specified,Hyderabad,Telangana,Not Specified,Talent Acquisition & Recruitment,3,15000.0,20000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-hyderabad-at-codeft-digital1785755949,3.0,Medium-term,Paid,17500.0
A65,HR Operations,M R Global Consultants,,Consulting,Not Specified,Gurgaon,Haryana,Not Specified,HR Operations,6,15000.0,,Internshala,https://internshala.com/internship/detail/operations-internship-in-gurgaon-at-m-r-global-consultants1785754276,6.0,Long-term,Paid,
A66,Recruitment,Invisia Software Private Limited,,Not Specified,Not Specified,Bangalore,Karnataka,Not Specified,Talent Acquisition & Recruitment,3,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-bangalore-at-invisia-software-private-limited1785750110,3.0,Medium-term,Paid,7500.0
A67,Recruitment,Knovator Technologies Pvt Ltd,,Not Specified,Not Specified,Surat,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,12000.0,45000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-surat-at-knovator-technologies-pvt-ltd1785748961,6.0,Long-term,Paid,28500.0
A68,Human Resources,Cocentrus,,Not Specified,Not Specified,,Delhi,Not Specified,Talent Acquisition & Recruitment,3,5000.0,5001.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-delhi-at-cocentrus1785740760,3.0,Medium-term,Paid,5000.5
A69,HR,Charismight,,Not Specified,Not Specified,Navi Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,31000.0,,Internshala,https://internshala.com/internship/detail/junior-executive-hr-internship-in-multiple-locations-at-charismight1785739494,6.0,Long-term,Paid,
A70,Human Resources,Millennium Money Finance,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-mumbai-at-millennium-money-finance1785728214,3.0,Medium-term,Paid,
A71,Human Resources,LetzStepIn,,Not Specified,Not Specified,Pune,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6,6000.0,15000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-letzstepin1785671816,6.0,Long-term,Paid,10500.0
A72,Human Resources,Nexus Automech Private Limited,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,5000.0,12000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-nexus-automech-private-limited1785500742,6.0,Long-term,Paid,8500.0
A73,Human Resources,AstraZen Group,,Not Specified,Not Specified,Pune,Maharashtra,Not Specified,Talent Acquisition & Recruitment,4,3000.0,6000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-astrazen-group1785480857,4.0,Medium-term,Paid,4500.0
A74,Human Resources,Linkruit,,Not Specified,Not Specified,Udaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,3,11000.0,13000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-linkruit1785477711,3.0,Medium-term,Paid,12000.0
A75,Recruitment,Green Rootz,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,2,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-green-rootz1785484144,2.0,Short-term,Paid,7500.0
A76,Recruitment,Kaira Melwani,,Not Specified,Not Specified,Mumbai,Maharashtra,Hybrid,Talent Acquisition & Recruitment,6,6000.0,10000.0,Internshala,https://internshala.com/internship/detail/part-time-recruitment-internship-in-multiple-locations-at-kaira-melwani1785433188,6.0,Long-term,Paid,8000.0
A77,Human Resources,Network of Creative Thinkers,,Not Specified,Not Specified,Panchgani,Maharashtra,Not Specified,Talent Acquisition & Recruitment,4,28500.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-panchgani-at-network-of-creative-thinkers1785421379,4.0,Medium-term,Paid,
A78,Recruitment,Orena Solutions,,Not Specified,Not Specified,Vadodara,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,6000.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-vadodara-at-orena-solutions1785316752,6.0,Long-term,Paid,8000.0
A79,Talent Acquisition,Tirwin Management Services Private Limited,,Not Specified,Not Specified,Chennai,Tamil Nadu,Not Specified,Talent Acquisition & Recruitment,6,18000.0,34000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-internship-in-tambaram-sanatorium-at-tirwin-management-services-private-limited1785313959,6.0,Long-term,Paid,26000.0
A80,Recruitment,Pulsecrafts Solutions Private Limited,,Not Specified,Not Specified,Balasore,Odisha,Not Specified,Talent Acquisition & Recruitment,6,7000.0,,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-balasore-at-pulsecrafts-solutions-private-limited1785253985,6.0,Long-term,Paid,
A81,Human Resources,Amnex Infotechnologies Private Limited,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,3,8000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-amnex-infotechnologies-private-limited1785215850,3.0,Medium-term,Paid,
A82,Recruitment,Extinctfire Engineers Private Limited,,Not Specified,Not Specified,Mumbai,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,5000.0,6000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-mumbai-at-extinctfire-engineers-private-limited1784725576,6.0,Long-term,Paid,5500.0
A83,Human Resources,Raisen Electrohard Foundation,,NGO,Not Specified,Bhopal,Madhya Pradesh,Not Specified,Talent Acquisition & Recruitment,4,2000.0,,Internshala,https://internshala.com/internship/detail/part-time-human-resources-hr-internship-in-bhopal-at-raisen-electrohard-foundation1784634813,4.0,Medium-term,Paid,
A84,Human Resources,EarlyJobs,,Not Specified,Not Specified,Bellary,Karnataka,Not Specified,Talent Acquisition & Recruitment,3,2000.0,,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bellary-at-earlyjobs1784554880,3.0,Medium-term,Paid,
A85,Human Resources,M.M. Industrial Controls Private Limited,,Not Specified,Not Specified,Dharwad,Karnataka,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-mm-industrial-controls-private-limited1783936366,6.0,Long-term,Paid,9000.0
A86,Human Resources,Gautam Consultancy,,Consulting,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-ahmedabad-at-gautam-consultancy1783670076,6.0,Long-term,Paid,9000.0
A87,Talent Acquisition,Plexobit Software Solutions Private Limited,,Not Specified,Not Specified,Jaipur,Rajasthan,Not Specified,Talent Acquisition & Recruitment,6,8000.0,10000.0,Internshala,https://internshala.com/internship/detail/talent-acquisition-business-development-internship-in-jaipur-at-plexobit-software-solutions-private-limited1783512416,6.0,Long-term,Paid,9000.0
A88,Recruitment,SI Placements Internationals,,Not Specified,Not Specified,Ahmedabad,Gujarat,Not Specified,Talent Acquisition & Recruitment,2,2000.0,3000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-ahmedabad-at-si-placements-internationals1783410261,2.0,Short-term,Paid,2500.0
A89,Human Resources,Protrainy Skills Private Limited,,Not Specified,Not Specified,Bhubaneswar,Odisha,Not Specified,Talent Acquisition & Recruitment,6,4000.0,7000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-bhubaneswar-at-protrainy-skills-private-limited1783349491,6.0,Long-term,Paid,5500.0
A90,Human Resources,Eduminatti,Education,Startup,Not Specified,,,Remote,Talent Acquisition & Recruitment,2,5000.0,10000.0,Internshala,https://internshala.com/internship/detail/work-from-home-human-resources-hr-internship-at-eduminatti1785764176,2.0,Short-term,Paid,7500.0
A91,Recruitment,Medius Technologies Private Limited,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,6,9500.0,10000.0,Internshala,https://internshala.com/internship/detail/recruitment-internship-in-multiple-locations-at-medius-technologies-private-limited1785762865,6.0,Long-term,Paid,9750.0
A92,Human Resources,Break The Code,,Not Specified,Not Specified,Thane,Maharashtra,Not Specified,Talent Acquisition & Recruitment,3,5000.0,7000.0,Internshala,https://internshala.com/internship/detail/human-resources-hr-internship-in-multiple-locations-at-break-the-code1785761108,3.0,Medium-term,Paid,6000.0
A93,HR Operations,Euphoria Interiors,,Not Specified,Not Specified,,,Remote,HR Operations,6,10000.0,15000.0,Internshala,https://internshala.com/internship/detail/work-from-home-hr-operations-internship-at-euphoria-interiors1785759631,6.0,Long-term,Paid,12500.0
A94,Recruitment Consultant,Talent Magna Consulting Services,,Consulting,Not Specified,,,Remote,Talent Acquisition & Recruitment,3,5000.0,7000.0,Internshala,https://internshala.com/internship/detail/work-from-home-recruitment-consultant-internship-at-talent-magna-consulting-services1785754994,3.0,Medium-term,Paid,6000.0
A95,Talent Acquisition,Anikson Solutions,,Not Specified,Not Specified,,,Remote,Talent Acquisition & Recruitment,6,10000.0,22000.0,Internshala,https://internshala.com/internship/detail/work-from-home-talent-acquisition-internship-at-anikson-solutions1785750945,6.0,Long-term,Paid,16000.0
