Internship_id,Internship_Title,Company_Name,Industry,Company_Type,Internship_Type,City,State,Work_Mode,Department,Duration,Stipend_Min,Stipend_Max,Source_Platform,Post_Link,Duration_Months,Duration_Category,Stipend_Status,Average_Stipend
A2166,HR Intern,Tech Mahindra,Information Technology,Enterprise,Part-time,Pune,Maharashtra,On-site,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-301,6.0,Long-term,Paid,22500.0
A2167,HR Intern,Flipkart,Manufacturing,Enterprise,Part-time,Mumbai,Maharashtra,Remote,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-302,2.0,Short-term,Paid,17500.0
A2168,HR Operations Intern,EY,Telecom,Enterprise,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-303,6.0,Long-term,Paid,17500.0
A2169,Recruitment Intern,Wipro,Logistics,Public Limited,Full-time,Noida,Uttar Pradesh,On-site,Human Resources,3 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-304,3.0,Medium-term,Paid,22500.0
A2170,Recruitment Intern,Oracle,Logistics,Public Limited,Part-time,Ahmedabad,Gujarat,Remote,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-305,3.0,Medium-term,Paid,17500.0
A2171,HR Intern,Accenture,Banking & Financial Services,Enterprise,Full-time,Hyderabad,Telangana,Remote,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-306,3.0,Medium-term,Paid,17500.0
A2172,HR Intern,Razorpay,Telecom,Public Limited,Full-time,Kolkata,West Bengal,Remote,Human Resources,6 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-307,6.0,Long-term,Paid,20000.0
A2173,HR Operations Intern,Blinkit,Fintech,Enterprise,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,3 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-308,3.0,Medium-term,Paid,25000.0
A2174,Talent Acquisition Intern,PhonePe,Banking & Financial Services,Enterprise,Full-time,Gurugram,Haryana,Hybrid,Human Resources,3 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-309,3.0,Medium-term,Paid,12500.0
A2175,Learning & Development Intern,Cognizant,Logistics,Startup,Part-time,Pune,Maharashtra,Remote,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-310,2.0,Short-term,Paid,27500.0
A2176,HR Operations Intern,Accenture,Manufacturing,Public Limited,Full-time,Gurugram,Haryana,Remote,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-311,2.0,Short-term,Paid,22500.0
A2177,Talent Acquisition Intern,Cognizant,FMCG,Startup,Part-time,Kolkata,West Bengal,On-site,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-312,2.0,Short-term,Paid,17500.0
A2178,Recruitment Intern,KPMG,Healthcare,Enterprise,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,2 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-313,2.0,Short-term,Paid,20000.0
A2179,HR Operations Intern,Reliance Industries,Logistics,Startup,Part-time,Gurugram,Haryana,Remote,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-314,3.0,Medium-term,Paid,17500.0
A2180,Recruitment Intern,IBM,EdTech,MNC,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,2 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-315,2.0,Short-term,Paid,25000.0
A2181,HR Operations Intern,HCL Tech,EdTech,Startup,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-316,6.0,Long-term,Paid,22500.0
A2182,Recruitment Intern,Myntra,E-commerce,Private Limited,Part-time,Ahmedabad,Gujarat,Remote,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-317,3.0,Medium-term,Paid,17500.0
A2183,HR Intern,Swiggy,Banking & Financial Services,Enterprise,Part-time,Kolkata,West Bengal,Remote,Human Resources,3 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-318,3.0,Medium-term,Paid,15000.0
A2184,Recruitment Intern,Wipro,Information Technology,Private Limited,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-319,2.0,Short-term,Paid,17500.0
A2185,Talent Acquisition Intern,Zepto,FMCG,MNC,Part-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-320,3.0,Medium-term,Paid,27500.0
A2186,Talent Acquisition Intern,LTIMindtree,E-commerce,Startup,Full-time,Noida,Uttar Pradesh,On-site,Human Resources,6 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-321,6.0,Long-term,Paid,17500.0
A2187,Talent Acquisition Intern,LTIMindtree,Banking & Financial Services,MNC,Full-time,Bengaluru,Karnataka,Remote,Human Resources,6 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-322,6.0,Long-term,Paid,22500.0
A2188,HR Intern,IBM,Banking & Financial Services,Enterprise,Part-time,New Delhi,Delhi,On-site,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-323,6.0,Long-term,Paid,22500.0
A2189,Recruitment Intern,Cognizant,EdTech,Enterprise,Part-time,Gurugram,Haryana,Remote,Human Resources,6 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-324,6.0,Long-term,Paid,15000.0
A2190,HR Operations Intern,Byju's,Logistics,Enterprise,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,2 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-325,2.0,Short-term,Paid,12500.0
A2191,HR Operations Intern,Flipkart,EdTech,MNC,Full-time,Mumbai,Maharashtra,On-site,Human Resources,6 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-326,6.0,Long-term,Paid,15000.0
A2192,Talent Acquisition Intern,HDFC Bank,Telecom,Startup,Part-time,Bengaluru,Karnataka,Remote,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-327,2.0,Short-term,Paid,22500.0
A2193,HR Operations Intern,Capgemini,Information Technology,Public Limited,Full-time,Gurugram,Haryana,Hybrid,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-328,3.0,Medium-term,Paid,17500.0
A2194,Learning & Development Intern,Genpact,Healthcare,Private Limited,Full-time,Pune,Maharashtra,On-site,Human Resources,2 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-329,2.0,Short-term,Paid,20000.0
A2195,HR Intern,Flipkart,Healthcare,Private Limited,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-330,2.0,Short-term,Paid,17500.0
A2196,Recruitment Intern,Razorpay,Banking & Financial Services,Public Limited,Part-time,Hyderabad,Telangana,Hybrid,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-331,3.0,Medium-term,Paid,17500.0
A2197,HR Operations Intern,Zomato,Logistics,Public Limited,Full-time,Noida,Uttar Pradesh,Hybrid,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-332,2.0,Short-term,Paid,17500.0
A2198,HR Operations Intern,IBM,EdTech,Private Limited,Full-time,Mumbai,Maharashtra,On-site,Human Resources,3 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-333,3.0,Medium-term,Paid,22500.0
A2199,Recruitment Intern,TCS,Telecom,MNC,Full-time,Pune,Maharashtra,Hybrid,Human Resources,2 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-334,2.0,Short-term,Paid,20000.0
A2200,Talent Acquisition Intern,Tata Motors,Banking & Financial Services,Startup,Full-time,Mumbai,Maharashtra,Remote,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-335,2.0,Short-term,Paid,17500.0
A2201,Learning & Development Intern,ICICI Bank,Banking & Financial Services,Startup,Part-time,Gurugram,Haryana,Hybrid,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-336,3.0,Medium-term,Paid,17500.0
A2202,HR Operations Intern,Tata Motors,Telecom,Startup,Full-time,Gurugram,Haryana,Remote,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-337,2.0,Short-term,Paid,22500.0
A2203,HR Intern,Genpact,Fintech,Enterprise,Part-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-338,2.0,Short-term,Paid,20000.0
A2204,HR Intern,HDFC Bank,Fintech,Private Limited,Part-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-339,2.0,Short-term,Paid,12500.0
A2205,HR Operations Intern,Tata Motors,Information Technology,Startup,Part-time,Hyderabad,Telangana,Hybrid,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-340,2.0,Short-term,Paid,27500.0
A2206,Talent Acquisition Intern,Zomato,Information Technology,Enterprise,Full-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-341,2.0,Short-term,Paid,17500.0
A2207,Learning & Development Intern,Zomato,Telecom,Enterprise,Part-time,Chennai,Tamil Nadu,Remote,Human Resources,3 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-342,3.0,Medium-term,Paid,15000.0
A2208,Learning & Development Intern,Deloitte,Telecom,Public Limited,Full-time,Pune,Maharashtra,Hybrid,Human Resources,3 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-343,3.0,Medium-term,Paid,12500.0
A2209,Learning & Development Intern,Tech Mahindra,Logistics,Private Limited,Full-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-344,6.0,Long-term,Paid,20000.0
A2210,Recruitment Intern,HDFC Bank,Telecom,Enterprise,Full-time,Noida,Uttar Pradesh,Remote,Human Resources,6 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-345,6.0,Long-term,Paid,20000.0
A2211,HR Operations Intern,Myntra,Banking & Financial Services,Private Limited,Full-time,Noida,Uttar Pradesh,Hybrid,Human Resources,2 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-346,2.0,Short-term,Paid,20000.0
A2212,Talent Acquisition Intern,Deloitte,Manufacturing,Public Limited,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,2 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-347,2.0,Short-term,Paid,15000.0
A2213,HR Operations Intern,Tech Mahindra,EdTech,Public Limited,Part-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-348,6.0,Long-term,Paid,25000.0
A2214,HR Intern,Byju's,FMCG,Enterprise,Full-time,Kolkata,West Bengal,Remote,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-349,2.0,Short-term,Paid,27500.0
A2215,HR Intern,HDFC Bank,Telecom,MNC,Part-time,Noida,Uttar Pradesh,On-site,Human Resources,6 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-350,6.0,Long-term,Paid,22500.0
A2216,Learning & Development Intern,Zepto,FMCG,Private Limited,Part-time,Noida,Uttar Pradesh,Remote,Human Resources,3 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-351,3.0,Medium-term,Paid,27500.0
A2217,HR Intern,IBM,FMCG,Startup,Full-time,Gurugram,Haryana,Remote,Human Resources,3 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-352,3.0,Medium-term,Paid,25000.0
A2218,Recruitment Intern,TCS,E-commerce,MNC,Full-time,New Delhi,Delhi,Remote,Human Resources,3 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-353,3.0,Medium-term,Paid,12500.0
A2219,HR Operations Intern,EY,EdTech,Enterprise,Part-time,New Delhi,Delhi,Remote,Human Resources,6 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-354,6.0,Long-term,Paid,15000.0
A2220,Recruitment Intern,LTIMindtree,Manufacturing,MNC,Part-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-355,2.0,Short-term,Paid,25000.0
A2221,Talent Acquisition Intern,Oracle,Logistics,Enterprise,Full-time,Pune,Maharashtra,Remote,Human Resources,2 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-356,2.0,Short-term,Paid,25000.0
A2222,Talent Acquisition Intern,HDFC Bank,Telecom,Enterprise,Full-time,New Delhi,Delhi,Hybrid,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-357,2.0,Short-term,Paid,22500.0
A2223,HR Operations Intern,IBM,Information Technology,MNC,Full-time,Ahmedabad,Gujarat,Hybrid,Human Resources,6 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-358,6.0,Long-term,Paid,25000.0
A2224,Recruitment Intern,Amazon,Telecom,Public Limited,Full-time,Pune,Maharashtra,Remote,Human Resources,3 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-359,3.0,Medium-term,Paid,27500.0
A2225,Recruitment Intern,Genpact,Banking & Financial Services,Private Limited,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-360,2.0,Short-term,Paid,22500.0
A2226,HR Operations Intern,Cognizant,Banking & Financial Services,Private Limited,Full-time,Hyderabad,Telangana,Hybrid,Human Resources,6 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-361,6.0,Long-term,Paid,22500.0
A2227,HR Operations Intern,Blinkit,E-commerce,MNC,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,3 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-362,3.0,Medium-term,Paid,27500.0
A2228,HR Intern,EY,Manufacturing,Private Limited,Part-time,New Delhi,Delhi,Remote,Human Resources,6 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-363,6.0,Long-term,Paid,17500.0
A2229,HR Intern,Tata Motors,Information Technology,Private Limited,Full-time,Ahmedabad,Gujarat,Remote,Human Resources,6 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-364,6.0,Long-term,Paid,17500.0
A2230,HR Operations Intern,ICICI Bank,Fintech,Public Limited,Part-time,Bengaluru,Karnataka,On-site,Human Resources,6 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-365,6.0,Long-term,Paid,12500.0
A2231,HR Operations Intern,Reliance Industries,Banking & Financial Services,Private Limited,Part-time,Gurugram,Haryana,On-site,Human Resources,6 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-366,6.0,Long-term,Paid,22500.0
A2232,Talent Acquisition Intern,Amazon,E-commerce,Public Limited,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-367,2.0,Short-term,Paid,27500.0
A2233,HR Intern,KPMG,Logistics,Startup,Part-time,Kolkata,West Bengal,On-site,Human Resources,3 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-368,3.0,Medium-term,Paid,12500.0
A2234,HR Intern,Myntra,Telecom,Enterprise,Part-time,Noida,Uttar Pradesh,Hybrid,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-369,6.0,Long-term,Paid,22500.0
A2235,HR Operations Intern,Zepto,Healthcare,Private Limited,Part-time,Kolkata,West Bengal,On-site,Human Resources,3 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-370,3.0,Medium-term,Paid,20000.0
A2236,HR Operations Intern,Byju's,Manufacturing,Private Limited,Part-time,Mumbai,Maharashtra,On-site,Human Resources,2 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-371,2.0,Short-term,Paid,22500.0
A2237,Learning & Development Intern,Tata Motors,Banking & Financial Services,Startup,Full-time,Pune,Maharashtra,On-site,Human Resources,6 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-372,6.0,Long-term,Paid,12500.0
A2238,HR Operations Intern,Accenture,Fintech,Startup,Part-time,Gurugram,Haryana,Remote,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-373,2.0,Short-term,Paid,17500.0
A2239,HR Operations Intern,Infosys,Logistics,MNC,Full-time,New Delhi,Delhi,On-site,Human Resources,2 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-374,2.0,Short-term,Paid,17500.0
A2240,Recruitment Intern,PhonePe,EdTech,Startup,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,6 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-375,6.0,Long-term,Paid,27500.0
A2241,Recruitment Intern,Cognizant,Fintech,MNC,Part-time,New Delhi,Delhi,Hybrid,Human Resources,6 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-376,6.0,Long-term,Paid,27500.0
A2242,Recruitment Intern,Zomato,E-commerce,Enterprise,Full-time,Ahmedabad,Gujarat,On-site,Human Resources,2 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-377,2.0,Short-term,Paid,17500.0
A2243,Learning & Development Intern,Genpact,EdTech,Startup,Part-time,Mumbai,Maharashtra,On-site,Human Resources,3 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-378,3.0,Medium-term,Paid,22500.0
A2244,HR Operations Intern,PwC,Fintech,Public Limited,Full-time,Pune,Maharashtra,On-site,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-379,6.0,Long-term,Paid,22500.0
A2245,Talent Acquisition Intern,Infosys,Fintech,Enterprise,Full-time,Noida,Uttar Pradesh,Hybrid,Human Resources,6 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-380,6.0,Long-term,Paid,25000.0
A2246,HR Intern,Wipro,FMCG,Public Limited,Full-time,Mumbai,Maharashtra,Remote,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-381,3.0,Medium-term,Paid,17500.0
A2247,HR Intern,Accenture,FMCG,Public Limited,Part-time,Chennai,Tamil Nadu,Hybrid,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-382,3.0,Medium-term,Paid,17500.0
A2248,HR Intern,Capgemini,Fintech,MNC,Full-time,Hyderabad,Telangana,Remote,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-383,2.0,Short-term,Paid,22500.0
A2249,HR Operations Intern,Wipro,Logistics,Enterprise,Part-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-384,2.0,Short-term,Paid,27500.0
A2250,Recruitment Intern,Blinkit,Manufacturing,Startup,Full-time,Hyderabad,Telangana,Remote,Human Resources,6 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-385,6.0,Long-term,Paid,17500.0
A2251,Talent Acquisition Intern,LTIMindtree,EdTech,Private Limited,Full-time,Hyderabad,Telangana,Remote,Human Resources,6 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-386,6.0,Long-term,Paid,15000.0
A2252,HR Operations Intern,PwC,Banking & Financial Services,Public Limited,Part-time,Gurugram,Haryana,On-site,Human Resources,6 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-387,6.0,Long-term,Paid,25000.0
A2253,HR Operations Intern,Byju's,FMCG,Enterprise,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,2 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-388,2.0,Short-term,Paid,22500.0
A2254,Learning & Development Intern,Myntra,Logistics,Enterprise,Full-time,Bengaluru,Karnataka,On-site,Human Resources,2 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-389,2.0,Short-term,Paid,12500.0
A2255,Recruitment Intern,Zepto,Logistics,Startup,Full-time,Ahmedabad,Gujarat,Remote,Human Resources,6 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-390,6.0,Long-term,Paid,17500.0
A2256,Talent Acquisition Intern,Zomato,EdTech,MNC,Full-time,Chennai,Tamil Nadu,On-site,Human Resources,2 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-391,2.0,Short-term,Paid,17500.0
A2257,Recruitment Intern,Cognizant,E-commerce,Startup,Full-time,Ahmedabad,Gujarat,On-site,Human Resources,3 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-392,3.0,Medium-term,Paid,20000.0
A2258,Talent Acquisition Intern,EY,Manufacturing,MNC,Full-time,Kolkata,West Bengal,On-site,Human Resources,3 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-393,3.0,Medium-term,Paid,17500.0
A2259,Recruitment Intern,Zomato,Fintech,MNC,Part-time,Gurugram,Haryana,On-site,Human Resources,2 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-394,2.0,Short-term,Paid,20000.0
A2260,Talent Acquisition Intern,Zomato,Fintech,Private Limited,Part-time,Chennai,Tamil Nadu,On-site,Human Resources,2 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-395,2.0,Short-term,Paid,17500.0
A2261,HR Operations Intern,IBM,Fintech,Private Limited,Full-time,Bengaluru,Karnataka,Hybrid,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-396,2.0,Short-term,Paid,17500.0
A2262,Recruitment Intern,Flipkart,Information Technology,Public Limited,Part-time,Pune,Maharashtra,On-site,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-397,2.0,Short-term,Paid,27500.0
A2263,Talent Acquisition Intern,Swiggy,EdTech,Private Limited,Part-time,Bengaluru,Karnataka,Hybrid,Human Resources,6 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-398,6.0,Long-term,Paid,17500.0
A2264,HR Operations Intern,Swiggy,E-commerce,Enterprise,Full-time,Hyderabad,Telangana,On-site,Human Resources,2 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-399,2.0,Short-term,Paid,12500.0
A2265,Learning & Development Intern,Swiggy,Healthcare,Startup,Part-time,Pune,Maharashtra,On-site,Human Resources,2 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-400,2.0,Short-term,Paid,27500.0
A2266,Learning & Development Intern,PhonePe,Healthcare,Private Limited,Full-time,Ahmedabad,Gujarat,On-site,Human Resources,3 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-401,3.0,Medium-term,Paid,12500.0
A2267,HR Operations Intern,Tech Mahindra,Telecom,MNC,Full-time,New Delhi,Delhi,Remote,Human Resources,3 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-402,3.0,Medium-term,Paid,27500.0
A2268,Recruitment Intern,Capgemini,Telecom,Enterprise,Full-time,Mumbai,Maharashtra,Remote,Human Resources,6 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-403,6.0,Long-term,Paid,27500.0
A2269,Talent Acquisition Intern,Wipro,Fintech,Private Limited,Part-time,Ahmedabad,Gujarat,Hybrid,Human Resources,2 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-404,2.0,Short-term,Paid,17500.0
A2270,HR Intern,Amazon,Logistics,MNC,Full-time,Chennai,Tamil Nadu,Remote,Human Resources,6 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-405,6.0,Long-term,Paid,12500.0
A2271,HR Intern,Genpact,E-commerce,Startup,Full-time,Kolkata,West Bengal,On-site,Human Resources,6 Months,15000.0,25000.0,Jooble,https://in.jooble.org/j/internship-406,6.0,Long-term,Paid,20000.0
A2272,Talent Acquisition Intern,ICICI Bank,FMCG,Private Limited,Part-time,Ahmedabad,Gujarat,Remote,Human Resources,3 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-407,3.0,Medium-term,Paid,25000.0
A2273,HR Operations Intern,EY,Fintech,Private Limited,Part-time,Chennai,Tamil Nadu,Hybrid,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-408,3.0,Medium-term,Paid,17500.0
A2274,HR Operations Intern,PwC,Fintech,Private Limited,Full-time,Pune,Maharashtra,Remote,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-409,3.0,Medium-term,Paid,17500.0
A2275,HR Operations Intern,Genpact,Logistics,MNC,Full-time,Bengaluru,Karnataka,On-site,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-410,3.0,Medium-term,Paid,17500.0
A2276,HR Intern,ICICI Bank,Manufacturing,Enterprise,Full-time,Chennai,Tamil Nadu,On-site,Human Resources,3 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-411,3.0,Medium-term,Paid,22500.0
A2277,HR Operations Intern,Genpact,EdTech,Public Limited,Part-time,Pune,Maharashtra,On-site,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-412,6.0,Long-term,Paid,22500.0
A2278,HR Intern,Swiggy,FMCG,Enterprise,Full-time,Chennai,Tamil Nadu,Hybrid,Human Resources,6 Months,10000.0,15000.0,Jooble,https://in.jooble.org/j/internship-413,6.0,Long-term,Paid,12500.0
A2279,Learning & Development Intern,Accenture,FMCG,Startup,Full-time,Kolkata,West Bengal,Hybrid,Human Resources,6 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-414,6.0,Long-term,Paid,17500.0
A2280,HR Intern,Zepto,Banking & Financial Services,Enterprise,Full-time,New Delhi,Delhi,Remote,Human Resources,2 Months,10000.0,25000.0,Jooble,https://in.jooble.org/j/internship-415,2.0,Short-term,Paid,17500.0
A2281,Recruitment Intern,Flipkart,Banking & Financial Services,Enterprise,Part-time,Gurugram,Haryana,On-site,Human Resources,6 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-416,6.0,Long-term,Paid,17500.0
A2282,HR Intern,IBM,Healthcare,Enterprise,Part-time,Pune,Maharashtra,On-site,Human Resources,3 Months,15000.0,20000.0,Jooble,https://in.jooble.org/j/internship-417,3.0,Medium-term,Paid,17500.0
A2283,Talent Acquisition Intern,Amazon,Telecom,Private Limited,Part-time,New Delhi,Delhi,On-site,Human Resources,3 Months,20000.0,35000.0,Jooble,https://in.jooble.org/j/internship-418,3.0,Medium-term,Paid,27500.0
A2284,HR Intern,Wipro,Banking & Financial Services,MNC,Part-time,Pune,Maharashtra,Hybrid,Human Resources,6 Months,20000.0,25000.0,Jooble,https://in.jooble.org/j/internship-419,6.0,Long-term,Paid,22500.0
A2285,HR Operations Intern,Razorpay,Banking & Financial Services,Private Limited,Part-time,Chennai,Tamil Nadu,Hybrid,Human Resources,2 Months,10000.0,20000.0,Jooble,https://in.jooble.org/j/internship-420,2.0,Short-term,Paid,15000.0
A2286,Learning & Development Intern,HDFC Bank,Telecom,Public Limited,Part-time,Hyderabad,Telangana,On-site,Human Resources,6 Months,20000.0,30000.0,Jooble,https://in.jooble.org/j/internship-421,6.0,Long-term,Paid,25000.0
A2287,Talent Acquisition Intern,ICICI Bank,Logistics,Startup,Part-time,Chennai,Tamil Nadu,Remote,Human Resources,2 Months,15000.0,30000.0,Jooble,https://in.jooble.org/j/internship-422,2.0,Short-term,Paid,22500.0
